C_CI	HH_0	H_CI	H_EN	H_EWG	H_HH	H_IWG	H_PH	H_PTC	H_ci	H_en	H_hh	H_ptc	H_wg	PTC_0	alpha_CIwg	alpha_WGwg	kappa_Bci	kappa_CIptc	kappa_CIwg	kappa_CNen	kappa_CNhh	kappa_CNptc	kappa_CNwg	kappa_ENci	kappa_ENhh	kappa_PTCCI	kappa_PTCHH	kappa_WGen	kappa_WGwg	nu_Bci	nu_CIptc	nu_CIwg	nu_CNen	nu_CNhh	nu_CNptc	nu_CNwg	nu_ENci	nu_ENhh	nu_PTCCI	nu_WGen	nu_WGwg	r_EndoWG	r_ExoWG	r_LMxferHH	r_LMxferPTC	r_LMxferWG	r_MxferWG	class
0.0128969	66.8314	8.92381	57.9886	32.9664	42.9252	11.047	58.0461	80.6834	64.359	35.8819	95.2803	79.5094	52.1826	7.98285	1.1869	1.81176	0.00626392	0.535173	0.0572085	0.00972891	0.0257346	0.00313481	0.00405044	0.274254	0.195036	0.078131	0.0290174	0.0109253	0.0134202	9.22934	6.86771	4.03556	8.21308	6.00313	2.32514	1.93928	9.51883	9.91245	7.0029	3.4712	7.36736	0.0380116	0.00429166	0.581166	0.00189501	0.0164601	0.096289	0
0.0777253	134.729	31.577	54.871	93.4976	57.6424	89.9726	19.5317	58.1759	7.37473	40.8437	20.7677	44.6113	17.6186	1.57772	1.24825	5.74898	0.267832	0.244174	0.384057	0.00830405	0.0025531	0.00214614	0.361564	0.711749	0.00292044	0.29299	0.155588	0.0405203	0.294634	7.0302	1.46748	3.13104	8.10925	1.19665	7.08214	2.77768	8.27676	8.75014	2.23339	9.98478	2.11452	0.00748333	0.0150615	0.00712942	0.353163	0.00134443	0.00159044	0
0.00191832	29.7749	36.8558	73.0519	69.3624	61.0849	88.2696	88.5439	62.5608	7.93503	60.9739	62.2446	20.5707	32.0807	10.2069	4.54851	7.92006	0.0294477	0.00292211	0.313898	0.176556	0.0964736	0.00704993	0.00286791	0.597888	0.444197	0.00182063	0.186624	0.366601	0.00328554	8.90187	2.60453	6.90448	4.56556	9.34805	8.34082	3.03736	5.82406	1.01489	1.07525	2.69484	4.72622	0.790555	0.100291	0.00827316	0.00337094	0.25883	0.0420007	0
0.00113791	243.851	70.1413	21.013	7.12199	66.848	75.5054	82.1065	53.471	57.3061	12.4368	60.3148	38.6701	78.4709	30.2581	1.58295	7.4341	0.00166059	0.0316924	0.00332837	0.0259208	0.059095	0.00701422	0.02608	0.00297514	0.0145572	0.00392444	0.00402448	0.0437527	0.00744478	3.1536	5.39337	2.29714	9.77696	2.95086	2.37679	8.2853	4.6502	3.8307	3.10266	6.87956	8.55319	0.0624045	0.924516	0.0108148	0.0104531	0.0944706	0.217359	0
0.00365615	203.648	16.686	96.2847	46.6493	28.0346	18.0291	43.758	34.3121	58.7618	95.2934	28.6456	67.4053	5.28619	5.02744	1.74373	1.51814	0.0131384	0.00344705	0.00578396	0.405553	0.00543538	0.405946	0.00179313	0.00576488	0.213714	0.487087	0.00202772	0.024053	0.00415965	5.82896	4.1768	1.41083	1.59001	5.73449	7.6941	5.37578	2.8554	2.81721	5.57494	9.68242	7.77437	0.864241	0.0180104	0.0010365	0.0235401	0.160136	0.422601	0
0.482385	162.181	61.7504	52.9209	10.2192	12.7369	37.7976	17.7672	35.045	58.144	53.316	87.4465	83.5309	95.2178	115.981	1.07433	1.10631	0.422854	0.00502473	0.169567	0.591731	0.665462	0.0290467	0.00464661	0.252111	0.021114	0.0259586	0.0106569	0.00116186	0.00684123	6.39866	4.95863	5.73186	7.2462	7.55609	8.52835	8.50414	9.54231	1.73293	6.24926	5.10388	2.16061	0.0036803	0.807379	0.600359	0.00528201	0.0306465	0.00374123	0
0.0140978	12.2578	62.1321	23.614	73.6966	67.4808	13.8161	58.7045	58.5059	70.4002	27.2403	16.6326	29.9628	73.7463	179.157	1.56305	1.44502	0.0249271	0.0490338	0.00828011	0.0042246	0.00115835	0.00448021	0.0300708	0.0011299	0.653771	0.467254	0.708789	0.00128226	0.0262025	1.81288	5.42436	7.06209	7.14229	1.16033	6.8361	3.33955	9.22163	4.49126	1.7315	2.86922	9.55495	0.0503352	0.00298219	0.0141487	0.0182198	0.0022733	0.0404656	0
0.0610245	19.1932	25.0955	37.1977	69.5862	24.0689	30.4546	11.412	68.7035	25.9881	37.7873	91.1648	10.7198	32.1644	1.16463	1.45769	4.42256	0.69368	0.296326	0.00309459	0.843889	0.00576775	0.0933604	0.00851535	0.00759976	0.156756	0.00962774	0.0393027	0.00153228	0.0377069	1.48703	8.33021	4.00478	1.01098	4.41794	9.79788	4.54476	6.44403	7.51605	9.71607	2.01554	5.94476	0.0294533	0.319581	0.0366651	0.00503227	0.083544	0.408656	0
0.00115503	88.4591	15.4689	78.5268	95.7579	76.3159	66.571	18.7603	53.3587	69.3029	63.2309	50.485	81.5115	34.674	16.127	2.8408	2.36283	0.166088	0.877899	0.0589497	0.021243	0.0110602	0.00403876	0.00111767	0.0220265	0.00617084	0.761339	0.555679	0.101537	0.0626865	3.24552	7.17926	9.73821	3.74926	2.89131	7.77256	9.02668	6.03622	8.75116	4.8378	4.01437	4.13036	0.0167935	0.00682304	0.00112662	0.0312403	0.0076472	0.00184587	0
0.00125607	92.3466	20.7848	26.1781	75.2146	48.4785	93.6246	80.2391	18.4732	52.2977	79.1228	86.7565	48.2805	73.2113	11.2613	2.40529	4.09866	0.00548253	0.025252	0.325164	0.00245543	0.215626	0.0350793	0.0067177	0.0460589	0.108997	0.892386	0.0505186	0.00283975	0.217906	3.15045	9.31315	1.38846	5.70378	9.25682	4.36344	6.28068	4.17722	2.92887	9.76995	2.33922	1.61265	0.617809	0.143434	0.0569367	0.614508	0.00842658	0.0148783	0
0.889954	872.499	85.7242	63.9938	69.9483	25.9749	24.8249	49.6121	94.5456	25.9387	68.6432	59.7989	49.2839	74.1815	6.11713	1.03886	1.54883	0.508435	0.0724391	0.00222294	0.575311	0.00982476	0.236873	0.229578	0.00644424	0.29584	0.00300203	0.0172239	0.246181	0.025908	3.03824	7.6613	2.66657	8.00492	6.83552	7.39629	7.16593	6.48093	7.65055	4.04643	1.12775	9.28787	0.0564723	0.314328	0.644934	0.00297216	0.0211359	0.144551	0
0.0182571	17.1742	27.3815	75.7953	76.8337	8.36783	6.36196	48.6643	95.5478	79.394	12.196	74.6309	18.192	20.5513	3.11706	2.29488	1.01198	0.0563214	0.0172788	0.206243	0.0410454	0.0011263	0.00191016	0.0161192	0.478724	0.0199899	0.864066	0.701049	0.302946	0.0038243	1.52662	3.27658	7.67018	8.5553	2.65804	7.41677	2.18956	4.4276	7.36742	5.75667	8.58387	9.13176	0.034712	0.00973359	0.0101679	0.00527464	0.00764468	0.591377	0
0.00176943	2.95139	78.4511	16.5839	81.2384	75.9549	56.2299	6.21221	95.3533	11.9814	60.6938	17.3745	9.07135	45.4034	1.1566	3.0873	1.37128	0.446838	0.167256	0.514153	0.48837	0.220629	0.0188422	0.0302855	0.898083	0.0134817	0.166721	0.107657	0.214735	0.00140297	5.53639	9.23657	2.93297	7.69127	2.39517	7.5201	7.79813	5.30475	1.53452	6.63526	3.42692	7.9702	0.058633	0.0980603	0.152337	0.0131608	0.00618676	0.00855906	0
0.0611507	3.11985	18.2264	7.71515	24.4662	85.8621	85.7255	62.9956	99.6149	71.9026	41.4968	28.3757	19.8368	84.729	304.539	9.28957	3.57091	0.0170181	0.0277934	0.00498428	0.121835	0.248774	0.00317813	0.0542019	0.11387	0.151376	0.00276274	0.208677	0.00791478	0.00975658	7.85272	6.04102	6.08466	8.18341	1.19054	4.81935	3.45203	5.29258	5.59232	1.41923	7.33299	2.5455	0.0591	0.00103085	0.0652196	0.00349079	0.125601	0.0217541	0
0.636157	12.7198	8.70346	50.3523	99.6007	87.8927	87.3501	72.5167	11.0477	33.2332	92.2824	98.9243	32.0353	90.9302	551.811	4.90206	9.65855	0.419955	0.359166	0.163895	0.283099	0.00100955	0.755103	0.0991444	0.131819	0.0160497	0.00161733	0.00399917	0.00486093	0.239862	1.05551	6.73029	3.06854	8.13734	1.56663	5.97667	7.79878	5.28024	1.66531	9.99372	6.63469	1.58638	0.00132632	0.876519	0.00177933	0.00904167	0.503276	0.00134855	0
0.822159	550.857	50.5631	83.1481	52.5698	19.8318	26.0454	10.1435	34.2258	14.9385	20.602	76.2856	66.7445	81.9734	165.338	2.40682	1.4327	0.00106562	0.258648	0.0021182	0.108849	0.0363385	0.812043	0.00257448	0.00115783	0.565126	0.00638608	0.101761	0.487741	0.118224	7.45872	1.90285	5.49925	1.57592	5.01169	9.9605	8.88082	5.95136	8.53648	2.85475	4.95759	7.29056	0.00665499	0.00200394	0.00302161	0.0020122	0.00932007	0.00123133	0
0.377996	123.513	10.3488	53.0996	37.0641	26.3234	95.3247	70.8634	98.8904	51.932	35.8244	76.7351	93.0677	26.9475	27.9479	3.06035	1.05921	0.00404372	0.0694323	0.117423	0.0352082	0.253981	0.00488866	0.008073	0.00326246	0.00381988	0.019585	0.00600016	0.127043	0.00257202	6.0238	2.34633	1.27451	6.94284	4.73448	7.42876	5.96954	8.35683	7.24974	8.19901	8.12265	5.1577	0.388833	0.00497327	0.837316	0.0245479	0.182631	0.00832284	0
0.0624959	265.747	16.1863	19.4426	14.4649	83.0853	64.92	41.6489	23.2737	32.9983	67.7297	62.1786	98.5259	32.5896	85.329	4.69268	2.73112	0.0462259	0.417827	0.0583156	0.0169542	0.374902	0.436568	0.0482341	0.00315543	0.08298	0.0187532	0.00203126	0.0369788	0.0565924	1.55368	9.78426	5.27252	1.38649	3.0527	8.15152	5.24473	1.69951	8.92132	3.91309	7.12239	2.65569	0.00357708	0.0604597	0.089733	0.242855	0.0137368	0.00154332	0
0.402099	9.93529	80.9585	79.1294	65.2598	84.5201	27.2167	29.8527	73.8611	72.9958	53.8803	15.926	80.0271	46.5972	136.342	1.17383	2.81426	0.0181324	0.00947388	0.0586724	0.962627	0.0318625	0.123109	0.00733326	0.00159138	0.634873	0.188049	0.316027	0.0463475	0.00125727	7.66655	2.27595	1.09949	6.78073	6.53925	4.31224	8.01956	7.75387	5.5401	6.35089	2.7688	8.81373	0.0161917	0.00773714	0.00363509	0.058424	0.00245679	0.0958287	0
0.414281	13.7532	36.1149	52.1364	39.0215	50.4667	44.9524	92.3388	55.0628	41.0785	83.5657	16.5239	97.6966	6.05269	206.602	3.58314	8.31209	0.00259657	0.155356	0.0218843	0.00344522	0.0532661	0.0141652	0.495519	0.00689574	0.0279482	0.342445	0.122006	0.00791287	0.183301	3.30183	1.32621	2.69766	3.46431	1.46605	9.32559	1.36972	9.25355	9.04546	5.96901	3.89322	5.93286	0.422287	0.00398329	0.00358914	0.183628	0.00106986	0.505551	0
0.00131812	3.42538	39.8356	26.1316	70.7922	43.0811	44.9874	27.6674	24.8237	17.1922	28.8272	45.9002	92.8219	31.1367	229.603	6.41749	4.88447	0.662816	0.531201	0.00261821	0.602845	0.690993	0.203988	0.309385	0.407838	0.0221762	0.975946	0.0104538	0.00119575	0.152121	1.18958	6.26764	3.56081	4.02386	3.56677	7.4609	9.47115	6.15758	7.89026	5.17322	5.30015	8.69665	0.120076	0.00293268	0.217695	0.786849	0.00477314	0.00488517	0
0.00114012	38.2416	93.531	5.74962	55.9565	10.8411	35.7595	8.14001	30.4677	11.3345	29.3604	68.6259	85.5416	42.0698	99.3411	3.12974	6.9539	0.00110938	0.0145865	0.00178218	0.242546	0.00471698	0.913918	0.534456	0.668403	0.311409	0.0255412	0.0201605	0.546364	0.120533	9.76164	9.99439	6.46288	9.19624	7.95937	2.42582	9.08781	2.1277	6.84992	1.56646	6.05659	6.62774	0.00138506	0.10241	0.403031	0.318964	0.00228879	0.333028	0
0.256113	45.1048	24.2918	24.6758	42.5138	53.7229	10.5547	45.118	98.4461	5.88269	44.1723	27.662	58.084	34.9615	266.248	1.00105	2.29203	0.719492	0.0183245	0.00204857	0.225651	0.00288334	0.661046	0.0131438	0.00275657	0.972436	0.165293	0.0296828	0.188767	0.0601207	1.90813	6.59827	8.24566	4.50807	6.13222	5.20575	4.85147	6.55598	2.33221	9.97964	1.19808	1.99046	0.00192049	0.00131987	0.00150308	0.00611694	0.00719664	0.00676198	0
0.0998061	514.944	52.1185	8.41928	33.1768	34.9609	39.2808	5.46507	52.6158	17.5241	47.4826	9.07092	6.23046	27.2678	535.284	2.29569	1.13816	0.0130664	0.300828	0.00418832	0.0195571	0.00182752	0.00224153	0.00112663	0.0160495	0.0893791	0.804855	0.160068	0.125249	0.00101091	9.70924	3.50082	7.09734	3.53595	1.18737	3.50833	9.94814	9.50366	5.28368	7.15018	7.46389	3.52624	0.170142	0.0167824	0.006815	0.04101	0.130665	0.0487622	0
0.172711	67.6078	95.4567	58.6551	13.8494	61.8858	58.9216	82.0561	99.9611	26.965	76.9962	79.7162	23.9719	75.6878	13.7276	6.94872	1.18796	0.0364506	0.848274	0.00550224	0.0108695	0.0324204	0.100976	0.00733073	0.00136705	0.00423443	0.046867	0.00382755	0.00646788	0.00146197	6.77629	1.15923	3.15958	3.49327	2.97011	9.01484	3.46744	1.33695	8.19731	4.77027	8.08542	9.64791	0.0382435	0.0324516	0.0912374	0.00186877	0.0034746	0.0159001	0
0.00673345	2.44394	60.0715	92.8839	6.97307	5.4623	92.6077	21.0463	30.8321	31.6634	96.6756	61.0551	65.6003	7.73819	53.1877	2.2946	1.57533	0.212626	0.00141288	0.00852217	0.00108885	0.838867	0.010436	0.907926	0.0368481	0.00136779	0.16778	0.0034518	0.0058081	0.157638	3.30337	4.83655	2.47471	1.94337	8.66245	6.57959	2.3979	9.70655	6.36994	4.28214	8.05023	7.05851	0.0080718	0.00251609	0.15939	0.0231886	0.00409482	0.033787	0
0.543467	8.78585	60.5276	6.86123	52.8837	39.0275	21.6125	47.2011	46.1763	90.8367	60.8482	73.6718	62.2903	12.729	128.042	3.01439	3.17845	0.0292965	0.0118405	0.288821	0.0824712	0.0128099	0.711461	0.00150752	0.2272	0.207492	0.499114	0.397491	0.261754	0.16078	7.18275	4.19352	1.95611	7.26997	7.15128	5.54244	9.16659	6.31033	9.17108	6.24539	9.1566	8.8115	0.00478511	0.858683	0.328184	0.024602	0.00214848	0.0105364	0
0.261275	891.468	79.823	17.058	74.1155	40.1449	14.6917	11.6073	91.94	44.6786	16.8574	94.0489	87.0173	35.5361	1.97997	5.11237	1.04992	0.00463783	0.0142715	0.0120151	0.38141	0.0560492	0.185572	0.0189879	0.00404071	0.924349	0.0302001	0.542924	0.249055	0.00227604	6.46356	9.98931	7.25143	8.49092	7.07805	7.02291	1.30225	4.66176	1.82947	2.86679	6.37502	7.9055	0.063253	0.00612002	0.00212796	0.00138948	0.0095095	0.592173	0
0.00593479	966.512	25.9055	21.7191	16.8751	96.0209	44.0568	99.4698	36.3577	39.8575	23.1062	68.3544	79.8497	57.8764	11.6559	6.50884	6.3004	0.593473	0.43754	0.00972139	0.161016	0.392131	0.10882	0.487337	0.00691178	0.00599786	0.611699	0.00150891	0.111501	0.00161247	3.51797	5.59936	6.63747	5.54656	1.07407	9.54327	7.61572	7.17816	4.27719	3.78105	7.34293	2.95873	0.00357311	0.225706	0.282139	0.00596051	0.370562	0.00522008	0
0.00100634	780.58	11.9466	47.7257	84.8496	93.8357	23.5404	84.7976	15.5017	88.3173	16.1402	54.842	55.4792	41.4161	42.6951	4.83831	2.13348	0.0289911	0.821004	0.129608	0.466059	0.00307803	0.00748261	0.00114842	0.00356788	0.698561	0.00600261	0.214017	0.00435538	0.00192696	6.44702	5.60668	3.89866	9.78363	1.32945	4.45657	1.88428	6.30119	2.30104	6.37794	2.5309	9.18013	0.0039813	0.088426	0.780329	0.0767964	0.248785	0.852061	0
0.0161551	48.1732	69.7022	46.3482	16.1807	69.1347	60.2121	42.598	55.585	5.22725	52.9931	99.223	56.4434	87.0157	3.13741	4.96529	2.73294	0.0155279	0.0999743	0.00118977	0.0125167	0.0514118	0.172606	0.113803	0.0019547	0.00165335	0.0015101	0.46949	0.0213002	0.00319221	2.6933	7.82225	6.95882	6.48626	2.0361	4.24909	3.76572	9.2642	7.98262	5.05701	7.3448	7.6493	0.00101326	0.00519716	0.0799499	0.00506404	0.0520692	0.28418	0
0.00163606	506.055	55.2682	56.7785	7.77652	36.3737	62.6404	24.6138	21.7268	17.6301	78.6929	30.4577	12.635	51.645	107.959	7.24301	4.38321	0.00221287	0.411269	0.00757941	0.00454546	0.00162536	0.0863954	0.0101204	0.0593858	0.872887	0.415098	0.0015632	0.00226634	0.0671496	9.31267	6.96748	6.51236	7.43297	1.32528	9.25519	4.62133	2.56358	1.59176	9.80095	5.65946	1.92331	0.0716634	0.00146133	0.0568931	0.275574	0.0433324	0.011233	0
0.667196	117.316	82.7426	12.9035	34.6992	45.8922	28.6769	11.8593	87.7297	77.3456	78.9049	5.22215	94.9932	80.5287	2.15954	8.40243	9.26598	0.131933	0.00371775	0.00240924	0.00421852	0.5703	0.0539292	0.0010886	0.0531126	0.00394259	0.104725	0.127594	0.225352	0.259626	7.0755	8.68074	5.37286	8.45989	5.67936	5.47208	5.77772	1.78711	8.67719	8.88819	3.14454	1.27123	0.153905	0.0143006	0.0455781	0.00932022	0.148656	0.0272698	0
0.0354635	23.0539	8.33402	87.4196	56.6031	7.44468	89.9368	96.407	13.9522	70.2953	13.697	24.7066	61.1438	62.0482	19.068	1.14229	1.73266	0.00124017	0.00578517	0.219962	0.00226888	0.213252	0.462507	0.119631	0.00449179	0.00160563	0.385099	0.650606	0.893046	0.671134	1.12484	7.22785	2.09585	8.31061	9.44307	2.25083	7.74144	2.27294	6.16217	7.14815	4.31654	8.82593	0.00670674	0.00215232	0.333319	0.00288463	0.0144587	0.00361127	0
0.00261139	875.772	8.95846	13.2128	89.1847	79.6113	7.51166	24.8045	92.9938	60.9507	44.0793	71.6759	97.3384	70.8715	114.094	4.58277	3.62024	0.918881	0.0566858	0.00194921	0.0292932	0.811434	0.109834	0.174597	0.00744549	0.00159697	0.0312704	0.131472	0.90057	0.0452803	7.38168	7.09324	5.77311	2.55337	9.49999	5.63019	5.12634	8.43627	4.49838	8.99029	2.55859	3.29441	0.0464051	0.668971	0.00175858	0.146329	0.265625	0.0483449	0
0.0217901	20.4279	55.8713	11.8062	59.7836	89.4801	98.5213	38.9665	57.9485	12.9404	34.2223	68.8401	46.2213	51.279	7.37179	1.02398	3.13082	0.0188917	0.0994288	0.706799	0.635438	0.0192808	0.317775	0.680579	0.159742	0.306972	0.00571006	0.00587312	0.110312	0.0907279	3.03567	5.30227	8.63927	2.39208	2.48184	1.12657	8.29569	9.90062	4.98415	4.01617	2.16622	2.3998	0.00404493	0.0462161	0.410822	0.0682615	0.0918442	0.0117215	0
0.0736295	90.7235	96.0547	37.9919	11.2424	17.6124	46.2514	89.8842	18.2362	86.5948	66.1134	46.4647	49.5587	12.3077	1.62393	2.3865	2.3872	0.0100806	0.00473601	0.0014831	0.345054	0.00274297	0.193777	0.155509	0.122796	0.00107315	0.0101209	0.430998	0.0697514	0.22593	4.22624	1.90723	7.2452	1.65995	6.35596	2.41824	7.19041	6.34206	5.80029	8.59472	8.85604	7.57219	0.0320619	0.0170116	0.379107	0.512082	0.00494883	0.0017602	0
0.054521	617.577	26.3413	91.8421	37.5291	19.299	40.1998	54.8416	99.0841	69.813	44.9054	15.7835	43.6138	44.6582	141.243	1.87531	3.28218	0.750945	0.347584	0.307638	0.0659346	0.00276292	0.179489	0.0566388	0.00373785	0.0244479	0.0651754	0.14083	0.00672294	0.173095	1.10338	4.68169	7.77541	4.16345	7.41868	6.92952	3.10801	4.91114	7.12997	9.24492	7.59986	7.31903	0.0229179	0.00652536	0.729384	0.130431	0.0101158	0.289311	0
0.0409559	307.061	18.6443	8.85162	49.5227	64.9211	35.6244	38.0208	35.1456	91.1627	54.1477	47.013	6.97118	59.521	19.814	1.24537	3.57429	0.00129216	0.956397	0.0118252	0.0369161	0.0118924	0.00221839	0.00154992	0.00506224	0.0966942	0.00534405	0.174978	0.0294767	0.147279	6.83014	1.4756	2.11237	5.45015	3.45448	2.40678	3.96311	2.09216	7.488	5.85763	9.77279	6.41597	0.449293	0.00591252	0.194262	0.0375007	0.0654716	0.0135032	0
0.0199921	2.53454	40.5491	6.57193	58.6672	79.2853	24.8639	95.7786	61.5709	77.7376	45.1885	68.5013	58.8688	38.7478	32.335	5.68407	1.3786	0.658034	0.0913421	0.0143289	0.00487879	0.0220729	0.0570202	0.004627	0.0279502	0.0308081	0.0255838	0.0754898	0.348277	0.570641	5.08945	5.50064	3.90973	3.6851	2.26563	1.53555	9.80787	9.20452	8.84892	7.88969	7.68031	9.81998	0.00749885	0.00308222	0.0809423	0.0146473	0.863612	0.00253996	0
0.00425548	351.489	61.8123	73.6947	56.9558	33.1223	85.3433	84.4186	41.189	36.2871	75.4837	70.6599	64.3966	24.5747	9.19271	1.52545	1.71698	0.0208901	0.00317538	0.0312628	0.00385937	0.00141373	0.00888791	0.097183	0.00726378	0.0102595	0.477499	0.00151331	0.00462054	0.0458219	8.34253	9.15422	6.18581	3.53153	1.59436	2.17549	1.24079	1.84546	6.46669	6.96699	7.18657	3.60786	0.00240961	0.00436015	0.278332	0.351159	0.0542172	0.00116286	0
0.00202683	952.677	83.9851	50.5094	86.0772	69.6169	57.2131	78.1153	75.4156	75.8779	14.6875	72.6854	37.2294	71.6788	50.2564	3.74841	4.17881	0.0074379	0.00112628	0.148284	0.0488999	0.31075	0.367177	0.0355172	0.779895	0.0275499	0.0261815	0.0257349	0.00717244	0.00992983	1.15898	8.47721	8.3146	1.91677	5.29972	8.27407	9.11137	8.49207	6.80487	5.24941	7.16857	9.24203	0.00202556	0.00147922	0.00480081	0.096975	0.00415709	0.0903301	0
0.00169803	7.13249	64.5381	33.151	88.936	58.9656	74.2338	54.0154	88.7755	15.9488	19.5303	45.0386	90.2347	78.1478	3.0685	6.95933	3.17033	0.147879	0.285131	0.0945405	0.00119006	0.00795299	0.0993414	0.378091	0.204618	0.0024237	0.00120841	0.0017041	0.00307902	0.00136667	9.33468	3.25038	5.67688	8.27571	1.16395	9.42581	4.08273	6.42133	4.88748	6.54831	6.67986	7.66111	0.0459224	0.599595	0.0536819	0.103864	0.71295	0.386146	0
0.587249	770.531	16.4686	18.8528	92.0877	40.5533	69.4072	59.4798	89.5003	78.6213	37.2988	40.5686	6.45159	65.4153	41.4839	3.85954	1.00239	0.104552	0.0856102	0.52663	0.0861541	0.00763592	0.185007	0.553748	0.00139794	0.0170965	0.0337639	0.0613432	0.029239	0.00100138	4.30995	7.50316	6.4619	7.67128	8.92964	6.19417	3.49135	2.0615	2.04725	5.60671	8.60244	4.76968	0.15541	0.0378308	0.0103144	0.368905	0.0161243	0.00978744	0
0.48971	1.43686	39.8585	31.4098	91.6138	40.4112	23.1237	79.9651	84.0979	76.8738	19.9359	56.6463	5.28547	72.6183	521.818	2.43643	3.4873	0.00237005	0.00386253	0.315215	0.123954	0.0133171	0.399044	0.243191	0.101265	0.00211576	0.00200549	0.275513	0.662787	0.0131253	2.08161	2.58961	6.45109	4.81621	5.68535	4.09193	6.58369	1.9112	6.08902	6.82393	1.51667	7.48663	0.0845437	0.0540142	0.493719	0.00106018	0.00236874	0.0094825	0
0.219122	1.25126	30.2588	5.54332	87.4789	23.6975	17.3176	19.9901	62.7245	26.1454	51.1509	69.9068	99.9123	73.3275	2.39567	1.97136	5.81316	0.00326924	0.263161	0.196165	0.192024	0.0352768	0.0105883	0.174395	0.025483	0.00763699	0.190034	0.0153265	0.0127026	0.222316	1.51238	7.77022	8.3853	3.62181	4.70318	5.95235	8.09745	5.64463	2.62342	4.12322	2.07761	8.9047	0.00605294	0.0634666	0.00164924	0.00490377	0.00299003	0.377443	0
0.550838	6.11519	69.4693	33.2612	43.9168	69.7173	11.4044	30.4383	40.7805	70.2071	42.1253	29.6691	13.2865	16.6043	205.185	2.63266	4.73271	0.00259048	0.00238819	0.00182188	0.00453132	0.038468	0.0243259	0.00321234	0.0239357	0.30705	0.00146	0.0145853	0.950889	0.0622239	1.38989	7.78006	1.93217	4.72624	7.54796	1.45641	1.95839	4.69768	8.08592	5.10131	5.93081	3.70475	0.4166	0.125042	0.0164424	0.00220253	0.00116378	0.0019505	0
0.00809277	98.4316	20.9706	37.2654	25.965	17.3543	57.8038	41.7923	43.4121	32.2634	63.1847	71.5319	87.3477	39.6203	46.1621	3.6946	7.66122	0.0940274	0.0143707	0.357598	0.00979933	0.00651714	0.952984	0.925266	0.0175338	0.00639171	0.00499539	0.280364	0.023296	0.0934974	4.71912	4.10557	4.6552	6.30811	4.82656	5.65791	4.83298	7.36744	2.69396	4.58927	1.75928	3.61418	0.757386	0.361715	0.00920617	0.0834816	0.00215428	0.0334965	0
0.0887744	21.8246	72.585	27.4955	19.3561	41.7308	60.0604	6.88528	65.6591	92.2657	90.4134	85.0308	29.3904	13.9723	2.91903	8.69127	4.4539	0.00224759	0.125288	0.0123315	0.00143162	0.0282837	0.672407	0.0066897	0.0737882	0.00124949	0.0518734	0.00904076	0.465494	0.00220826	8.34472	8.27673	4.59359	7.35097	8.33099	5.04526	9.02914	9.86324	5.99494	2.64403	2.9052	4.68005	0.00555542	0.0336659	0.0317055	0.0691786	0.012951	0.399823	0
0.0229933	2.03478	63.4234	66.0146	19.6039	68.5314	66.7243	78.2477	45.527	7.3779	94.184	46.1912	67.8718	38.1979	1.70051	1.08813	2.11169	0.120611	0.0441618	0.0123077	0.187718	0.0530818	0.538413	0.0379663	0.04525	0.00398981	0.118527	0.00757895	0.00725247	0.0352619	2.61893	9.34119	6.69447	4.20001	1.63384	8.73607	1.25386	4.56434	9.83281	5.35023	8.65715	1.54384	0.00824988	0.325401	0.478201	0.0672222	0.391955	0.00583659	0
0.00717991	117.871	14.7178	38.0244	32.7182	72.9648	53.6883	87.1748	68.5497	27.1869	44.5129	77.5854	12.8182	10.3741	2.41469	7.06561	1.35861	0.00489877	0.0145308	0.0280798	0.0207762	0.00397815	0.00232002	0.134386	0.0013965	0.362085	0.00223766	0.00991971	0.00212614	0.0213674	1.14984	7.99029	9.75281	2.02676	7.42728	2.70511	5.98276	7.54705	4.59136	7.96436	2.86433	9.43735	0.0205704	0.0216304	0.0326168	0.0209368	0.586384	0.00247774	0
0.0979101	38.5044	82.9971	96.4573	83.9077	70.8665	37.061	16.4457	28.9656	98.5725	38.9747	24.722	86.5536	70.3656	603.5	4.13115	1.59131	0.43615	0.0575404	0.035719	0.0429493	0.00150673	0.140605	0.016415	0.00236971	0.00100496	0.158056	0.645173	0.0753432	0.00160713	4.93808	1.97538	8.19921	8.17558	4.51785	4.41396	7.27994	6.8263	2.75044	2.38126	1.93138	7.55375	0.0562304	0.00209548	0.293378	0.0967872	0.969547	0.362981	0
0.00207268	19.3736	70.8379	31.8646	97.1448	16.8696	17.1016	8.5569	34.8324	20.5959	32.9627	67.6802	91.5178	30.7769	160.253	6.13329	3.11993	0.0176288	0.00854184	0.0264804	0.00144967	0.109424	0.17564	0.00355463	0.0970092	0.280892	0.00600272	0.768617	0.405113	0.21671	5.87836	6.006	7.74172	9.99837	5.23382	5.67074	1.16711	5.68874	4.28088	5.14604	5.19721	6.2614	0.0524667	0.028454	0.00137772	0.0248565	0.00963748	0.00334181	0
0.00606387	2.33351	17.7214	41.919	45.7765	13.8307	72.0988	48.1965	88.0792	75.0583	89.4756	81.6176	7.46334	26.4095	2.09366	5.3378	2.06039	0.999069	0.0485066	0.00217615	0.00326769	0.0423509	0.468816	0.00114494	0.376112	0.00100527	0.00176559	0.419456	0.584822	0.00418046	1.24543	5.05811	2.58685	1.50005	2.5279	3.65617	9.29854	5.34023	6.74576	9.74071	7.59667	6.85661	0.193462	0.00174055	0.0251231	0.0232745	0.0185156	0.00161333	0
